end_date,link,location,name,season,start_date,tour,year,tid
Feb 10 2019,https://www.pgatour.com/tournaments/at-t-pebble-beach-pro-am.html,"Pebble Beach GL, Pebble Beach, CA",AT&TPebbleBeachPro-Am,2019,Feb 7 2019,PGA,2019,AT&TPebbleBeachPro-AmPGA2019
Feb 17 2019,https://www.pgatour.com/tournaments/genesis-open.html,"Riviera CC, Pacific Palisades, CA",GenesisOpen,2019,Feb 14 2019,PGA,2019,GenesisOpenPGA2019
Feb 24 2019,https://www.pgatour.com/tournaments/puerto-rico-open.html,"Coco Beach Golf & CC, Rio Grande, PUR",PuertoRicoOpen,2019,Feb 21 2019,PGA,2019,PuertoRicoOpenPGA2019
Feb 24 2019,https://www.pgatour.com/tournaments/wgc-mexico-championship/en.html,"Club de Golf Chapultepec, Mexico City, MEX",WorldGolfChampionships-MexicoChampionship,2019,Feb 21 2019,PGA,2019,WorldGolfChampionships-MexicoChampionshipPGA2019
Mar 3 2019,https://www.pgatour.com/tournaments/the-honda-classic.html,"PGA National (Champion), Palm Beach Gardens, FL",TheHondaClassic,2019,Feb 28 2019,PGA,2019,TheHondaClassicPGA2019
Mar 10 2019,https://www.pgatour.com/tournaments/arnold-palmer-invitational-presented-by-mastercard.html,"Bay Hill Club & Lodge, Orlando, FL",ArnoldPalmerInvitationalpresentedbyMastercard,2019,Mar 7 2019,PGA,2019,ArnoldPalmerInvitationalpresentedbyMastercardPGA2019
Mar 17 2019,https://www.theplayers.com/,"TPC Sawgrass, Ponte Vedra Beach, FL",THEPLAYERSChampionship,2019,Mar 14 2019,PGA,2019,THEPLAYERSChampionshipPGA2019
Mar 24 2019,https://www.pgatour.com/tournaments/valspar-championship.html,"Innisbrook Resort (Copperhead), Palm Harbor, FL",ValsparChampionship,2019,Mar 21 2019,PGA,2019,ValsparChampionshipPGA2019
Mar 31 2019,https://www.pgatour.com/tournaments/wgc-dell-technologies-match-play.html,"Austin Country Club, Austin, TX",WorldGolfChampionships-DellTechnologiesMatchPlay,2019,Mar 27 2019,PGA,2019,WorldGolfChampionships-DellTechnologiesMatchPlayPGA2019
Mar 31 2019,https://www.pgatour.com/tournaments/corales-puntacana-resort-club-championship.html,"Corales Golf Club, Punta Cana, DOM",CoralesPuntacanaResort&ClubChampionship,2019,Mar 28 2019,PGA,2019,CoralesPuntacanaResort&ClubChampionshipPGA2019
Apr 7 2019,https://www.pgatour.com/tournaments/valero-texas-open.html,"TPC San Antonio - AT&T Oaks, San Antonio, TX",ValeroTexasOpen,2019,Apr 4 2019,PGA,2019,ValeroTexasOpenPGA2019
Apr 14 2019,https://www.pgatour.com/tournaments/masters-tournament.html,"Augusta National GC, Augusta, GA",MastersTournament,2019,Apr 11 2019,PGA,2019,MastersTournamentPGA2019
Apr 21 2019,https://www.pgatour.com/tournaments/rbc-heritage.html,"Harbour Town GL, Hilton Head, SC",RBCHeritage,2019,Apr 18 2019,PGA,2019,RBCHeritagePGA2019
Apr 28 2019,https://www.pgatour.com/tournaments/zurich-classic-of-new-orleans.html,"TPC Louisiana, Avondale, LA",ZurichClassicofNewOrleans,2019,Apr 25 2019,PGA,2019,ZurichClassicofNewOrleansPGA2019
May 5 2019,https://www.pgatour.com/tournaments/wells-fargo-championship.html,"Quail Hollow Club, Charlotte, NC",WellsFargoChampionship,2019,May 2 2019,PGA,2019,WellsFargoChampionshipPGA2019
May 12 2019,https://www.pgatour.com/tournaments/at-t-byron-nelson.html,"Trinity Forest Golf Club, Dallas, TX",AT&TByronNelson,2019,May 9 2019,PGA,2019,AT&TByronNelsonPGA2019
May 19 2019,https://www.pgatour.com/tournaments/pga-championship.html,"Bethpage State Park BK Course, Farmingdale, NY",PGAChampionship,2019,May 16 2019,PGA,2019,PGAChampionshipPGA2019
May 26 2019,https://www.pgatour.com/tournaments/charles-schwab-challenge.html,"Colonial CC, Fort Worth, TX",CharlesSchwabChallenge,2019,May 23 2019,PGA,2019,CharlesSchwabChallengePGA2019
Jun 2 2019,https://www.pgatour.com/tournaments/the-memorial-tournament-presented-by-nationwide.html,"Muirfield Village GC, Dublin, OH",theMemorialTournamentpresentedbyNationwide,2019,May 30 2019,PGA,2019,theMemorialTournamentpresentedbyNationwidePGA2019
Jun 9 2019,https://www.pgatour.com/tournaments/rbc-canadian-open.html,"Hamilton Golf & Country Club, Hamilton, ON CAN",RBCCanadianOpen,2019,Jun 6 2019,PGA,2019,RBCCanadianOpenPGA2019
Jun 16 2019,https://www.pgatour.com/tournaments/us-open.html,"Pebble Beach Golf Links, Pebble Beach, CA",U.S.Open,2019,Jun 13 2019,PGA,2019,U.S.OpenPGA2019
Jun 23 2019,https://www.pgatour.com/tournaments/travelers-championship.html,"TPC River Highlands, Cromwell, CT",TravelersChampionship,2019,Jun 20 2019,PGA,2019,TravelersChampionshipPGA2019
Jun 30 2019,https://www.pgatour.com/tournaments/rocket-mortgage-classic.html,"Detroit Golf Club, Detroit, MI",RocketMortgageClassic,2019,Jun 27 2019,PGA,2019,RocketMortgageClassicPGA2019
Jul 7 2019,https://www.pgatour.com/tournaments/3m-open.html,"TPC Twin Cities, Blaine, MN",3MOpen,2019,Jul 4 2019,PGA,2019,3MOpenPGA2019
Jul 14 2019,https://www.pgatour.com/tournaments/john-deere-classic.html,"TPC Deere Run, Silvis, IL",JohnDeereClassic,2019,Jul 11 2019,PGA,2019,JohnDeereClassicPGA2019
Jul 21 2019,https://www.pgatour.com/tournaments/barbasol-championship.html,"Keene Trace Golf Club, Nicholasville, KY",BarbasolChampionship,2019,Jul 18 2019,PGA,2019,BarbasolChampionshipPGA2019
Jul 21 2019,https://www.pgatour.com/tournaments/the-open-championship.html,"Royal Portrush Golf Club, Portrush, NIR",TheOpenChampionship,2019,Jul 18 2019,PGA,2019,TheOpenChampionshipPGA2019
Jul 28 2019,https://www.pgatour.com/tournaments/wgc-fedex-st-jude-invitational.html,"TPC Southwind, Memphis, TN",WorldGolfChampionships-FedExSt.JudeInvitational,2019,Jul 25 2019,PGA,2019,WorldGolfChampionships-FedExSt.JudeInvitationalPGA2019
Jul 28 2019,https://www.pgatour.com/tournaments/barracuda-championship.html,"Montreux G&CC, Reno, NV",BarracudaChampionship,2019,Jul 25 2019,PGA,2019,BarracudaChampionshipPGA2019
Aug 4 2019,https://www.pgatour.com/tournaments/wyndham-championship.html,"Sedgefield CC, Greensboro, NC",WyndhamChampionship,2019,Aug 1 2019,PGA,2019,WyndhamChampionshipPGA2019
Aug 11 2019,https://www.pgatour.com/tournaments/the-northern-trust.html,"Liberty National GC, Jersey City, NJ",THENORTHERNTRUST,2019,Aug 8 2019,PGA,2019,THENORTHERNTRUSTPGA2019
Aug 18 2019,https://www.pgatour.com/tournaments/bmw-championship.html,"Medinah CC (No. 3), Medinah, IL",BMWChampionship,2019,Aug 15 2019,PGA,2019,BMWChampionshipPGA2019
Aug 25 2019,https://www.pgatour.com/tournaments/tour-championship.html,"East Lake GC, Atlanta, GA",TOURChampionship,2019,Aug 22 2019,PGA,2019,TOURChampionshipPGA2019
DEC 915 2019,https://www.presidentscup.com/,"Royal Melbourne Golf Club, Melbourne, Australia",PresidentsCup,2019,DEC DEC 2019,PGA,2019,PresidentsCupPGA2019
Oct 13 2013,https://www.pgatour.com/tournaments/safeway-open/past-results.2014.html,"CordeValle GC, San Martin, California",Frys.comOpen,2014,Oct 10 2013,PGA,2013,Frys.comOpenPGA2014
Oct 16 2013,,"Port Royal GC, Southampton Parish,  Bermuda",PGAGrandSlamofGolf,2014,Oct 14 2013,PGA,2013,PGAGrandSlamofGolfPGA2014
Oct 20 2013,https://www.pgatour.com/tournaments/shriners-hospitals-for-children-open/past-results.2014.html,"TPC Summerlin, Las Vegas, Nevada",ShrinersHospitalsforChildrenOpen,2014,Oct 17 2013,PGA,2013,ShrinersHospitalsforChildrenOpenPGA2014
Oct 27 2013,https://www.pgatour.com/tournaments/cimb-classic/past-results.2014.html,"Kuala Lumpur G&CC, Kuala Lumpur,  Malaysia",CIMBClassic,2014,Oct 24 2013,PGA,2013,CIMBClassicPGA2014
Nov 3 2013,https://www.pgatour.com/tournaments/wgc-hsbc-champions/past-results.2014.html,"Sheshan International GC, Shanghai,  China",WorldGolfChampionships-HSBCChampions,2014,Oct 31 2013,PGA,2013,WorldGolfChampionships-HSBCChampionsPGA2014
Nov 10 2013,https://www.pgatour.com/tournaments/the-rsm-classic/past-results.2014.html,"Sea Island Resort (Seaside), Sea Island, Georgia",TheMcGladreyClassic,2014,Nov 7 2013,PGA,2013,TheMcGladreyClassicPGA2014
Nov 12 2013,,"Rio Secco GC, Henderson, Nevada",Wendy's3-TourChallenge,2014,Nov 11 2013,PGA,2013,Wendy's3-TourChallengePGA2014
Nov 17 2013,https://www.pgatour.com/tournaments/mayakoba-golf-classic/past-results.2014.html,"El Camaleon GC, Playa del Carmen,  Mexico",OHLClassicatMayakoba,2014,Nov 14 2013,PGA,2013,OHLClassicatMayakobaPGA2014
Jan 2 1999,https://www.pgatour.com/tournaments/hero-world-challenge/past-results.2000.html,"Grayhawk GC (Raptor), ,  ",WilliamsWorldChallenge,2000,Dec 29 1999,PGA,1999,WilliamsWorldChallengePGA2000
Nov 24 2013,https://www.pgatour.com/tournaments/isps-handa-melbourne-world-cup-of-golf/past-results.2014.html,"Royal Melbourne GC, Melbourne, Victoria,  Australia",ISPSHANDAWorldCupofGolf,2014,Nov 21 2013,PGA,2013,ISPSHANDAWorldCupofGolfPGA2014
Dec 8 2013,https://www.pgatour.com/tournaments/hero-world-challenge/past-results.2014.html,"Sherwood CC, Thousand Oaks, California",NorthwesternMutualWorldChallenge,2014,Dec 5 2013,PGA,2013,NorthwesternMutualWorldChallengePGA2014
Dec 15 2013,https://www.pgatour.com/tournaments/qbe-shootout/past-results.2014.html,"Tiburon GC, Naples, Florida",FranklinTempletonShootout,2014,Dec 13 2013,PGA,2013,FranklinTempletonShootoutPGA2014
Jan 6 2014,https://www.pgatour.com/tournaments/sentry-tournament-of-champions/past-results.2014.html,"Plantation Course at Kapalua, Kapalua, Maui, Hawaii",HyundaiTournamentofChampions,2014,Jan 3 2014,PGA,2014,HyundaiTournamentofChampionsPGA2014
Jan 12 2014,https://www.pgatour.com/tournaments/sony-open-in-hawaii/past-results.2014.html,"Waialae CC, Honolulu, Hawaii",SonyOpeninHawaii,2014,Jan 9 2014,PGA,2014,SonyOpeninHawaiiPGA2014
Jan 19 2014,https://www.pgatour.com/tournaments/desert-classic/past-results.2014.html,"PGA West (Palmer), La Quinta, California",HumanaChallengeinpartnershipwiththeClintonFoundation,2014,Jan 16 2014,PGA,2014,HumanaChallengeinpartnershipwiththeClintonFoundationPGA2014
Jan 9 2000,https://www.pgatour.com/tournaments/sentry-tournament-of-champions/past-results.2000.html,"Plantation Course at Kapalua, Kapalua, Maui, Hawaii",MercedesChampionships,2000,Jan 5 2000,PGA,2000,MercedesChampionshipsPGA2000
Jan 16 2000,https://www.pgatour.com/tournaments/sony-open-in-hawaii/past-results.2000.html,"Waialae CC, Honolulu, Hawaii",SonyOpeninHawaii,2000,Jan 12 2000,PGA,2000,SonyOpeninHawaiiPGA2000
Jan 23 2000,https://www.pgatour.com/tournaments/desert-classic/past-results.2000.html,"PGA West (Palmer), La Quinta, California",BobHopeChryslerClassic,2000,Jan 18 2000,PGA,2000,BobHopeChryslerClassicPGA2000
Jan 30 2000,https://www.pgatour.com/tournaments/waste-management-phoenix-open/past-results.2000.html,"TPC Scottsdale, Scottsdale, Arizona",PhoenixOpen,2000,Jan 26 2000,PGA,2000,PhoenixOpenPGA2000
Feb 6 2000,https://www.pgatour.com/tournaments/at-t-pebble-beach-pro-am/past-results.2000.html,"Pebble Beach GL, Pebble Beach, California",AT&TPebbleBeachNationalPro-Am,2000,Feb 2 2000,PGA,2000,AT&TPebbleBeachNationalPro-AmPGA2000
Jan 26 2014,https://www.pgatour.com/tournaments/farmers-insurance-open/past-results.2014.html,"Torrey Pines GC (South), San Diego, California",FarmersInsuranceOpen,2014,Jan 23 2014,PGA,2014,FarmersInsuranceOpenPGA2014
Feb 2 2014,https://www.pgatour.com/tournaments/waste-management-phoenix-open/past-results.2014.html,"TPC Scottsdale, Scottsdale, Arizona",WasteManagementPhoenixOpen,2014,Jan 30 2014,PGA,2014,WasteManagementPhoenixOpenPGA2014
Feb 9 2014,https://www.pgatour.com/tournaments/at-t-pebble-beach-pro-am/past-results.2014.html,"Pebble Beach GL, Pebble Beach, California",AT&TPebbleBeachNationalPro-Am,2014,Feb 6 2014,PGA,2014,AT&TPebbleBeachNationalPro-AmPGA2014
Feb 16 2014,https://www.pgatour.com/tournaments/genesis-open/past-results.2014.html,"Riviera CC, Pacific Palisades, California",NorthernTrustOpen,2014,Feb 13 2014,PGA,2014,NorthernTrustOpenPGA2014
Feb 23 2014,https://www.pgatour.com/tournaments/wgc-dell-technologies-match-play/past-results.2014.html,"The GC at Dove Mountain, Marana, Arizona",WorldGolfChampionships-AccentureMatchPlayChampionship,2014,Feb 19 2014,PGA,2014,WorldGolfChampionships-AccentureMatchPlayChampionshipPGA2014
Feb 13 2000,https://www.pgatour.com/tournaments/farmers-insurance-open/past-results.2000.html,"Torrey Pines GC (North), San Diego, California",BuickInvitational,2000,Feb 9 2000,PGA,2000,BuickInvitationalPGA2000
Feb 20 2000,https://www.pgatour.com/tournaments/genesis-open/past-results.2000.html,"Riviera CC, Pacific Palisades, California",NissanOpen,2000,Feb 16 2000,PGA,2000,NissanOpenPGA2000
Feb 27 2000,,"Omni Tucson National Resort, Tucson, Arizona",TouchstoneEnergyTucsonOpen,2000,Feb 23 2000,PGA,2000,TouchstoneEnergyTucsonOpenPGA2000
Feb 27 2000,https://www.pgatour.com/tournaments/wgc-dell-technologies-match-play/past-results.2000.html,"La Costa Resort and Spa, Carlsbad, California",WorldGolfChampionships-AccentureMatchPlayChampionship,2000,Feb 26 2000,PGA,2000,WorldGolfChampionships-AccentureMatchPlayChampionshipPGA2000
Mar 2 2014,https://www.pgatour.com/tournaments/the-honda-classic/past-results.2014.html,"PGA National (Champion), Palm Beach Gardens, Florida",TheHondaClassic,2014,Feb 27 2014,PGA,2014,TheHondaClassicPGA2014
Mar 9 2014,https://www.pgatour.com/tournaments/puerto-rico-open/past-results.2014.html,"Trump International GC (PR), Rio Grande,  Puerto Rico",PuertoRicoOpenpresentedbyseepuertorico.com,2014,Mar 6 2014,PGA,2014,PuertoRicoOpenpresentedbyseepuertorico.comPGA2014
Mar 9 2014,https://www.pgatour.com/tournaments/wgc-mexico-championship/en/past-results.2014.html,"Trump National Doral, Miami, Florida",WorldGolfChampionships-CadillacChampionship,2014,Mar 6 2014,PGA,2014,WorldGolfChampionships-CadillacChampionshipPGA2014
Mar 16 2014,https://www.pgatour.com/tournaments/valspar-championship/past-results.2014.html,"Innisbrook Resort (Copperhead), Palm Harbor, Florida",ValsparChampionship,2014,Mar 13 2014,PGA,2014,ValsparChampionshipPGA2014
Mar 23 2014,https://www.pgatour.com/tournaments/arnold-palmer-invitational-presented-by-mastercard/past-results.2014.html,"Bay Hill Club & Lodge, Orlando, Florida",ArnoldPalmerInvitationalpresentedbyMasterCard,2014,Mar 20 2014,PGA,2014,ArnoldPalmerInvitationalpresentedbyMasterCardPGA2014
Mar 5 2000,,"Doral CC (Blue), Miami, Florida",Doral-RyderOpen,2000,Mar 1 2000,PGA,2000,Doral-RyderOpenPGA2000
Mar 12 2000,https://www.pgatour.com/tournaments/the-honda-classic/past-results.2000.html,"TPC Heron Bay, Coral Springs, Florida",HondaClassic,2000,Mar 8 2000,PGA,2000,HondaClassicPGA2000
Mar 19 2000,https://www.pgatour.com/tournaments/arnold-palmer-invitational-presented-by-mastercard/past-results.2000.html,"Bay Hill Club & Lodge, Orlando, Florida",BayHillInvitational,2000,Mar 15 2000,PGA,2000,BayHillInvitationalPGA2000
Mar 26 2000,https://www.theplayers.com/past-results.2000.html,"TPC Sawgrass, Ponte Vedra Beach, Florida",THEPLAYERSChampionship,2000,Mar 22 2000,PGA,2000,THEPLAYERSChampionshipPGA2000
Apr 2 2000,,"TPC Sugarloaf, Duluth, Georgia",BellSouthClassic,2000,Mar 30 2000,PGA,2000,BellSouthClassicPGA2000
Apr 9 2000,https://www.pgatour.com/tournaments/masters-tournament/past-results.2000.html,"Augusta National GC, Augusta, Georgia",MastersTournament,2000,Apr 5 2000,PGA,2000,MastersTournamentPGA2000
Mar 30 2014,https://www.pgatour.com/tournaments/valero-texas-open/past-results.2014.html,"JW Marriott TPC San Antonio, San Antonio, Texas",ValeroTexasOpen,2014,Mar 27 2014,PGA,2014,ValeroTexasOpenPGA2014
Apr 6 2014,https://www.pgatour.com/tournaments/houston-open/past-results.2014.html,"GC of Houston, Humble, Texas",ShellHoustonOpen,2014,Apr 3 2014,PGA,2014,ShellHoustonOpenPGA2014
Apr 13 2014,https://www.pgatour.com/tournaments/masters-tournament/past-results.2014.html,"Augusta National GC, Augusta, Georgia",MastersTournament,2014,Apr 10 2014,PGA,2014,MastersTournamentPGA2014
Apr 20 2014,https://www.pgatour.com/tournaments/rbc-heritage/past-results.2014.html,"Harbour Town GL, Hilton Head, South Carolina",RBCHeritage,2014,Apr 17 2014,PGA,2014,RBCHeritagePGA2014
Apr 27 2014,https://www.pgatour.com/tournaments/zurich-classic-of-new-orleans/past-results.2014.html,"TPC Louisiana, Avondale, Louisiana",ZurichClassicofNewOrleans,2014,Apr 24 2014,PGA,2014,ZurichClassicofNewOrleansPGA2014
May 4 2014,https://www.pgatour.com/tournaments/wells-fargo-championship/past-results.2014.html,"Quail Hollow Club, Charlotte, North Carolina",WellsFargoChampionship,2014,May 1 2014,PGA,2014,WellsFargoChampionshipPGA2014
May 11 2014,https://www.theplayers.com/past-results.2014.html,"TPC Sawgrass, Ponte Vedra Beach, Florida",THEPLAYERSChampionship,2014,May 8 2014,PGA,2014,THEPLAYERSChampionshipPGA2014
Apr 16 2000,https://www.pgatour.com/tournaments/rbc-heritage/past-results.2000.html,"Harbour Town GL, Hilton Head, South Carolina",MCIClassic,2000,Apr 12 2000,PGA,2000,MCIClassicPGA2000
Apr 23 2000,https://www.pgatour.com/tournaments/wyndham-championship/past-results.2000.html,"Forest Oaks CC, Greensboro, North Carolina",GreaterGreensboroChryslerClassic,2000,Apr 19 2000,PGA,2000,GreaterGreensboroChryslerClassicPGA2000
Apr 30 2000,https://www.pgatour.com/tournaments/houston-open/past-results.2000.html,"TPC Woodlands, The Woodlands, Texas",ShellHoustonOpen,2000,Apr 26 2000,PGA,2000,ShellHoustonOpenPGA2000
May 7 2000,https://www.pgatour.com/tournaments/zurich-classic-of-new-orleans/past-results.2000.html,"English Turn G&CC, New Orleans, Louisiana",COMPAQClassicofNewOrleans,2000,May 3 2000,PGA,2000,COMPAQClassicofNewOrleansPGA2000
May 14 2000,https://www.pgatour.com/tournaments/at-t-byron-nelson/past-results.2000.html,"TPC Four Seasons Resort, Irving, Texas",GTEByronNelsonClassic,2000,May 10 2000,PGA,2000,GTEByronNelsonClassicPGA2000
May 21 2000,https://www.pgatour.com/tournaments/charles-schwab-challenge/past-results.2000.html,"Colonial CC, Fort Worth, Texas",MasterCardColonial,2000,May 17 2000,PGA,2000,MasterCardColonialPGA2000
May 28 2000,https://www.pgatour.com/tournaments/the-memorial-tournament-presented-by-nationwide/past-results.2000.html,"Muirfield Village GC, Dublin, Ohio",MemorialTournament,2000,May 24 2000,PGA,2000,MemorialTournamentPGA2000
May 18 2014,https://www.pgatour.com/tournaments/at-t-byron-nelson/past-results.2014.html,"TPC Four Seasons Resort, Irving, Texas",HPByronNelsonChampionship,2014,May 15 2014,PGA,2014,HPByronNelsonChampionshipPGA2014
May 25 2014,https://www.pgatour.com/tournaments/charles-schwab-challenge/past-results.2014.html,"Colonial CC, Fort Worth, Texas",CrownePlazaInvitationalatColonial,2014,May 22 2014,PGA,2014,CrownePlazaInvitationalatColonialPGA2014
Jun 1 2014,https://www.pgatour.com/tournaments/the-memorial-tournament-presented-by-nationwide/past-results.2014.html,"Muirfield Village GC, Dublin, Ohio",theMemorialTournamentpresentedbyNationwideInsurance,2014,May 29 2014,PGA,2014,theMemorialTournamentpresentedbyNationwideInsurancePGA2014
Jun 8 2014,https://www.pgatour.com/tournaments/fedex-st-jude-classic/past-results.2014.html,"TPC Southwind, Memphis, Tennessee",FedExSt.JudeClassic,2014,Jun 5 2014,PGA,2014,FedExSt.JudeClassicPGA2014
Jun 15 2014,https://www.pgatour.com/tournaments/us-open/past-results.2014.html,"Pinehurst Resort (No. 2), Pinehurst, North Carolina",U.S.Open,2014,Jun 12 2014,PGA,2014,U.S.OpenPGA2014
Jun 22 2014,https://www.pgatour.com/tournaments/travelers-championship/past-results.2014.html,"TPC River Highlands, Cromwell, Connecticut",TravelersChampionship,2014,Jun 19 2014,PGA,2014,TravelersChampionshipPGA2014
Jun 4 2000,,"TPC Avenel, Potomac, Maryland",KemperInsuranceOpen,2000,May 31 2000,PGA,2000,KemperInsuranceOpenPGA2000
Jun 11 2000,https://www.pgatour.com/tournaments/the-northern-trust/past-results.2000.html,"Westchester CC, Harrison, New York",BuickClassic,2000,Jun 7 2000,PGA,2000,BuickClassicPGA2000
Jun 18 2000,https://www.pgatour.com/tournaments/us-open/past-results.2000.html,"Pebble Beach GL, Pebble Beach, California",U.S.OpenChampionship,2000,Jun 14 2000,PGA,2000,U.S.OpenChampionshipPGA2000
Jun 25 2000,https://www.pgatour.com/tournaments/fedex-st-jude-classic/past-results.2000.html,"TPC Southwind, Memphis, Tennessee",FedExSt.JudeClassic,2000,Jun 21 2000,PGA,2000,FedExSt.JudeClassicPGA2000
Jul 2 2000,https://www.pgatour.com/tournaments/travelers-championship/past-results.2000.html,"TPC River Highlands, Cromwell, Connecticut",CanonGreaterHartfordOpen,2000,Jun 28 2000,PGA,2000,CanonGreaterHartfordOpenPGA2000
Jul 9 2000,https://www.pgatour.com/tournaments/bmw-championship/past-results.2000.html,"Cog Hill G&CC, Lemont, Illinois",AdvilWesternOpen,2000,Jul 5 2000,PGA,2000,AdvilWesternOpenPGA2000
Jul 16 2000,,"Brown Deer Park GC, Milwaukee, Wisconsin",GreaterMilwaukeeOpen,2000,Jul 12 2000,PGA,2000,GreaterMilwaukeeOpenPGA2000
